,name,artist,artist_id,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,analysis_url,genre
45,Kitsch,IVE,6RHTUrRF63xao58xh9FXYJ,0.0119,0.8,195440,0.792,1.11e-06,0.0495,-4.953,1,0.0529,102.0,4,0.455,https://api.spotify.com/v1/audio-analysis/7foeH2Emgq8A3LWk3q6dat,{'k-pop girl group'}
46,ELEVEN,IVE,6RHTUrRF63xao58xh9FXYJ,0.0617,0.828,178453,0.731,0.0,0.048,-3.033,1,0.111,119.978,4,0.587,https://api.spotify.com/v1/audio-analysis/7n2FZQsaLb7ZRfRPfEeIvr,{'k-pop girl group'}
47,All Night (feat. Saweetie),IVE,6RHTUrRF63xao58xh9FXYJ,0.129,0.767,197764,0.792,0.0,0.324,-4.123,0,0.0471,124.002,4,0.35,https://api.spotify.com/v1/audio-analysis/1hkeifGMiDQjXlvAsIoDaa,{'k-pop girl group'}
48,Either Way,IVE,6RHTUrRF63xao58xh9FXYJ,0.461,0.701,166947,0.588,0.0,0.24,-4.059,0,0.0475,123.078,4,0.394,https://api.spotify.com/v1/audio-analysis/6ezYHltHYhuJckdCsYsRJI,{'k-pop girl group'}
49,I WANT,IVE,6RHTUrRF63xao58xh9FXYJ,0.0328,0.793,180627,0.768,0.0,0.121,-1.909,1,0.0499,129.944,4,0.802,https://api.spotify.com/v1/audio-analysis/1Xnha5ko8j7yY8O3ATe0Vs,{'k-pop girl group'}
50,卒業 - カバー,SANA,4a4zvpQq5Phxr12Pu8Akmm,0.823,0.54,145573,0.339,0.0,0.327,-6.399,1,0.0378,77.315,4,0.141,https://api.spotify.com/v1/audio-analysis/49ZNaGuQqjaJlSwkSB60Hl,set()
51,卒業,SANA,4a4zvpQq5Phxr12Pu8Akmm,0.894,0.592,145546,0.356,0.0,0.286,-6.71,1,0.0343,77.906,4,0.133,https://api.spotify.com/v1/audio-analysis/06acczzHQCgQgODg7LJTLZ,set()
52,卒業 - カバー - アカペラ ver.,SANA,4a4zvpQq5Phxr12Pu8Akmm,0.886,0.684,139707,0.305,0.0,0.296,-10.894,1,0.759,136.654,1,0.115,https://api.spotify.com/v1/audio-analysis/7oWx9g61BkCnoQFFluqkO9,set()
53,Do not touch,MISAMO,0IwZVmMMGE7nNXS7vN9SIo,0.137,0.72,185600,0.787,0.0,0.0418,-4.54,0,0.188,149.972,4,0.842,https://api.spotify.com/v1/audio-analysis/5gq7xM6eI16osBO2U581NL,{'k-pop girl group'}
54,Marshmallow,MISAMO,0IwZVmMMGE7nNXS7vN9SIo,0.447,0.753,182321,0.651,0.0,0.187,-6.546,0,0.0458,90.022,4,0.809,https://api.spotify.com/v1/audio-analysis/1V6H3YoNZJ2WlPmwsaOXZx,{'k-pop girl group'}
55,Bouquet,MISAMO,0IwZVmMMGE7nNXS7vN9SIo,0.139,0.611,264389,0.594,0.0,0.114,-5.194,1,0.0295,91.014,4,0.431,https://api.spotify.com/v1/audio-analysis/3XwMdYdN6PauyBAOQxlu76,{'k-pop girl group'}
56,Funny Valentine,MISAMO,0IwZVmMMGE7nNXS7vN9SIo,0.297,0.553,197080,0.707,0.0,0.107,-3.713,0,0.0466,185.968,4,0.687,https://api.spotify.com/v1/audio-analysis/4xtgQGbQnII1buKgl5fguT,{'k-pop girl group'}
57,Behind The Curtain,MISAMO,0IwZVmMMGE7nNXS7vN9SIo,0.184,0.72,178733,0.63,0.0,0.28,-3.578,0,0.0437,82.449,4,0.745,https://api.spotify.com/v1/audio-analysis/14nturKxV48wR3lbknehiu,{'k-pop girl group'}
58,It's not easy for you,MISAMO,0IwZVmMMGE7nNXS7vN9SIo,0.195,0.694,140413,0.755,0.0,0.105,-3.189,0,0.0328,80.017,4,0.603,https://api.spotify.com/v1/audio-analysis/1qNk7XPTbyuO4bsDl0T6nN,{'k-pop girl group'}
59,Rewind you,MISAMO,0IwZVmMMGE7nNXS7vN9SIo,0.327,0.728,197120,0.661,0.0,0.0779,-3.681,0,0.0725,95.022,4,0.382,https://api.spotify.com/v1/audio-analysis/1ND5rLpNQsyLxRd84HysSn,{'k-pop girl group'}
60,Super Lady,(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,0.0927,0.795,152187,0.869,0.0,0.109,-4.456,0,0.116,121.941,4,0.525,https://api.spotify.com/v1/audio-analysis/5qI5EUqfDJpQ7w6sMECK7U,{'k-pop girl group'}
61,Queencard,(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,0.0327,0.815,161240,0.834,0.000268,0.27,-2.828,0,0.0475,129.989,4,0.692,https://api.spotify.com/v1/audio-analysis/4uOBL4DDWWVx4RhYKlPbPC,{'k-pop girl group'}
62,Wife,(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,0.0264,0.899,121227,0.823,0.00222,0.342,-5.002,0,0.114,123.983,4,0.625,https://api.spotify.com/v1/audio-analysis/1j8jqwFpFQ8YqsIJAiYFLZ,{'k-pop girl group'}
63,"Fire! (feat. YUQI ((G)I-DLE), JVKE)",Alan Walker,7vk5e3vY1uw9plTHJAMwjN,0.0621,0.764,137603,0.702,0.0,0.08,-5.738,1,0.0471,125.0,4,0.378,https://api.spotify.com/v1/audio-analysis/5B8VpcIC3EAI3wke3XQoRy,{'electro house'}
64,TOMBOY,(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,0.00988,0.755,174387,0.87,0.0,0.0917,-2.414,0,0.0936,124.032,4,0.645,https://api.spotify.com/v1/audio-analysis/0IGUXY4JbK18bu9oD4mPIm,{'k-pop girl group'}
65,Nxde,(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,0.0413,0.726,178453,0.91,7.81e-06,0.479,-1.948,0,0.179,135.966,4,0.648,https://api.spotify.com/v1/audio-analysis/6NnCWIWV740gP7DQ8kqdIE,{'k-pop girl group'}
66,POP/STARS,K/DA,4gOc8TsQed9eqnqJct2c5v,0.0183,0.566,191100,0.769,0.0,0.108,-4.342,1,0.0872,170.036,4,0.385,https://api.spotify.com/v1/audio-analysis/5sbooPcNgIE22DwO0VNGUJ,{'k-pop girl group'}
67,Fate,(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,0.227,0.872,161547,0.73,0.0,0.374,-4.86,1,0.0998,114.956,4,0.812,https://api.spotify.com/v1/audio-analysis/2vNPGH1x5ZwxTjlvzLCyc2,{'k-pop girl group'}
68,MY BAG,(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,0.0864,0.838,160520,0.823,7.12e-05,0.156,-3.929,0,0.164,94.024,4,0.759,https://api.spotify.com/v1/audio-analysis/1t8sqIScEIP0B4bQzBuI2P,{'k-pop girl group'}
69,MORE,K/DA,4gOc8TsQed9eqnqJct2c5v,0.00257,0.66,217088,0.787,0.0,0.323,-4.592,0,0.032,142.018,4,0.199,https://api.spotify.com/v1/audio-analysis/6juLaduD4STCUDWT0AYun4,{'k-pop girl group'}
70,Christmas Without You - Cover,TZUYU,0XW9GdhUxtAuFJDde9YnPk,0.387,0.736,168078,0.593,0.0,0.161,-5.263,1,0.0496,117.983,4,0.27,https://api.spotify.com/v1/audio-analysis/0dWAskvI748LfGCqRJRCPg,set()
71,Love Me Again,V,3JsHnjpbhX4SnySpvpa9DK,0.183,0.633,182293,0.607,1.38e-06,0.167,-6.182,0,0.0532,74.029,4,0.363,https://api.spotify.com/v1/audio-analysis/2N0SPREDYqILVEFSsWF5N5,"{'korean ost', 'j-division'}"
72,FRI(END)S,V,3JsHnjpbhX4SnySpvpa9DK,0.0315,0.466,148082,0.601,0.0,0.0927,-4.468,1,0.053,53.376,4,0.627,https://api.spotify.com/v1/audio-analysis/0PBTlQ84CBJF0tBnKGmQa6,"{'korean ost', 'j-division'}"
73,Slow Dancing,V,3JsHnjpbhX4SnySpvpa9DK,0.257,0.579,187027,0.63,0.00462,0.0986,-7.758,1,0.058,155.96,4,0.552,https://api.spotify.com/v1/audio-analysis/5h1BN75CEh8wdSwE1xrbSe,"{'korean ost', 'j-division'}"
74,wherever u r (ft. V of BTS),UMI,4ClziihVpBeFXNyDH83Lde,0.794,0.69,153715,0.52,3.92e-05,0.108,-8.072,1,0.0355,105.005,3,0.225,https://api.spotify.com/v1/audio-analysis/1k255f17DRuRbGrfz5Ifmd,"{'alternative r&b', 'bedroom soul'}"
75,Rainy Days,V,3JsHnjpbhX4SnySpvpa9DK,0.739,0.633,179560,0.454,0.0,0.148,-8.016,0,0.0875,74.828,4,0.282,https://api.spotify.com/v1/audio-analysis/5ydjxBSUIDn26MFzU3asP4,"{'korean ost', 'j-division'}"
76,For Us,V,3JsHnjpbhX4SnySpvpa9DK,0.798,0.556,171160,0.339,0.0118,0.172,-11.128,0,0.033,84.968,4,0.215,https://api.spotify.com/v1/audio-analysis/4HAOgAnILvXCbSODMoRnmD,"{'korean ost', 'j-division'}"
77,Blue,V,3JsHnjpbhX4SnySpvpa9DK,0.68,0.735,149853,0.442,0.0011,0.0992,-9.529,0,0.0719,128.013,4,0.277,https://api.spotify.com/v1/audio-analysis/2UU11hvjN1JIn4iihEodNT,"{'korean ost', 'j-division'}"
78,Slow Dancing (Piano Ver.),V,3JsHnjpbhX4SnySpvpa9DK,0.366,0.609,188093,0.614,0.00108,0.108,-8.154,1,0.0699,156.019,4,0.564,https://api.spotify.com/v1/audio-analysis/7pgbDdy7ax962o9d2xJceV,"{'korean ost', 'j-division'}"
79,FRI(END)S (Instrumental),V,3JsHnjpbhX4SnySpvpa9DK,0.000496,0.73,148436,0.565,0.839,0.0877,-6.17,0,0.0763,160.047,3,0.456,https://api.spotify.com/v1/audio-analysis/6G3myAs4HemIdtLYhhjGLP,"{'korean ost', 'j-division'}"
80,FRI(END)S (Sped Up),V,3JsHnjpbhX4SnySpvpa9DK,0.0221,0.658,123000,0.7,0.0,0.0803,-4.075,1,0.0401,189.675,3,0.683,https://api.spotify.com/v1/audio-analysis/0v6wAlWCzHYj1OuJrVuH7J,"{'korean ost', 'j-division'}"
81,Wild Flower (with youjeen),RM,2auC28zjQyVTsiZKNgPRGs,0.0282,0.486,273500,0.766,0.0,0.123,-5.821,1,0.0938,154.992,4,0.417,https://api.spotify.com/v1/audio-analysis/1AZjCZSGEjlxUufFQwSszF,{'k-rap'}
82,Still Life (with Anderson .Paak),RM,2auC28zjQyVTsiZKNgPRGs,0.277,0.831,175329,0.721,0.0,0.0403,-5.447,0,0.164,124.007,4,0.443,https://api.spotify.com/v1/audio-analysis/3p4N6mBFv42M8dI8SUoPre,{'k-rap'}
83,Change pt.2,RM,2auC28zjQyVTsiZKNgPRGs,0.0773,0.677,114026,0.477,0.0,0.396,-8.237,1,0.208,78.896,4,0.384,https://api.spotify.com/v1/audio-analysis/2hMvhh9FiCB6njOYR7tkT8,{'k-rap'}
84,Lonely,RM,2auC28zjQyVTsiZKNgPRGs,0.168,0.786,166021,0.583,0.000118,0.0828,-7.471,0,0.0371,114.487,4,0.674,https://api.spotify.com/v1/audio-analysis/49iPCmLYg3SS8r2MXcbR1N,{'k-rap'}
85,"Closer (with Paul Blanco, Mahalia)",RM,2auC28zjQyVTsiZKNgPRGs,0.459,0.507,196508,0.706,2.37e-06,0.163,-6.395,1,0.173,92.828,4,0.403,https://api.spotify.com/v1/audio-analysis/0Cuwd86fyu0lPVokzTp8Hu,{'k-rap'}
86,All Day (with Tablo),RM,2auC28zjQyVTsiZKNgPRGs,0.103,0.756,186186,0.692,0.0,0.283,-4.434,1,0.122,115.067,4,0.553,https://api.spotify.com/v1/audio-analysis/3PgnXyzWXrEoE0oQdLMF3M,{'k-rap'}
87,seoul (prod. HONNE),RM,2auC28zjQyVTsiZKNgPRGs,0.344,0.581,275955,0.664,2.48e-05,0.324,-8.63,1,0.0649,99.829,4,0.452,https://api.spotify.com/v1/audio-analysis/1sKsYTGy8XfHjCYqcudqG5,{'k-rap'}
88,Yun (with Erykah Badu),RM,2auC28zjQyVTsiZKNgPRGs,0.429,0.476,233688,0.7,0.0,0.157,-5.569,0,0.276,85.114,4,0.625,https://api.spotify.com/v1/audio-analysis/3F3PuqGinS2T1ePmjUTw9t,{'k-rap'}
89,No.2 (with parkjiyoon),RM,2auC28zjQyVTsiZKNgPRGs,0.599,0.727,193964,0.619,0.0,0.0801,-8.399,1,0.0808,94.001,4,0.549,https://api.spotify.com/v1/audio-analysis/2sXaFMTkBHYrEgfGJ2y27a,{'k-rap'}
90,Hectic (with Colde),RM,2auC28zjQyVTsiZKNgPRGs,0.0189,0.695,226190,0.735,7.8e-05,0.213,-6.352,0,0.0473,109.999,4,0.366,https://api.spotify.com/v1/audio-analysis/3ZCuqvHYhjDlliRH9oCs77,{'k-rap'}
91,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,1bqxdqvUtPWZri43cKHac8,0.0824,0.656,173336,0.695,0.0,0.38,-5.295,0,0.103,152.859,4,0.589,https://api.spotify.com/v1/audio-analysis/3W2kGv8CcwRl2MWQN5vxKL,"{'viral pop', 'singer-songwriter pop', 'teen pop'}"
92,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",GroovyRoom,29HqjVbJr3vsc2l6BTI4eB,0.137,0.674,179147,0.932,1.08e-05,0.0934,-2.921,1,0.0417,130.986,4,0.469,https://api.spotify.com/v1/audio-analysis/3m5PgWSClkZ44vdFmPiqpq,"{'korean r&b', 'k-rap'}"
93,love you twice,HUH YUNJIN,13yWtUnz63q5VIs5SwoMhy,0.42,0.749,172189,0.553,0.000198,0.31,-6.385,1,0.0374,96.044,4,0.641,https://api.spotify.com/v1/audio-analysis/0GLXQAdrh4tdvz0JLw8DX8,set()
94,I ≠ DOLL,HUH YUNJIN,13yWtUnz63q5VIs5SwoMhy,0.00289,0.618,150270,0.787,0.0,0.146,-5.456,1,0.0621,159.996,4,0.389,https://api.spotify.com/v1/audio-analysis/1d6xaY4JvvqTWfgCeJAtWa,set()
95,Raise y_our glass,HUH YUNJIN,13yWtUnz63q5VIs5SwoMhy,0.581,0.567,212164,0.503,0.0,0.369,-6.119,1,0.124,72.798,4,0.184,https://api.spotify.com/v1/audio-analysis/7j1vFohEm1lbsctYY9gyGd,set()
96,blessing in disguise,HUH YUNJIN,13yWtUnz63q5VIs5SwoMhy,0.0367,0.544,226633,0.919,0.0,0.287,-2.33,1,0.124,114.68,4,0.661,https://api.spotify.com/v1/audio-analysis/3d9qrCD7YR4dFTY0xIP8yq,set()
97,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Stripped Version,MAX,1bqxdqvUtPWZri43cKHac8,0.869,0.637,169608,0.408,0.0,0.0967,-5.423,0,0.0378,76.452,4,0.604,https://api.spotify.com/v1/audio-analysis/2ED71uZCYogHDMcYh7nTW2,"{'viral pop', 'singer-songwriter pop', 'teen pop'}"
98,Last Christmas,HUH YUNJIN,13yWtUnz63q5VIs5SwoMhy,0.308,0.651,211053,0.499,0.0,0.194,-5.252,1,0.0303,108.055,4,0.292,https://api.spotify.com/v1/audio-analysis/4pWhirHrE0xY4mPwDRMVfH,set()
99,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Sped Up,MAX,1bqxdqvUtPWZri43cKHac8,0.164,0.618,144985,0.756,0.0,0.315,-5.148,0,0.136,182.682,4,0.533,https://api.spotify.com/v1/audio-analysis/7mlxNOQjlZ6AbnGX2bR9iG,"{'viral pop', 'singer-songwriter pop', 'teen pop'}"
100,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Slowed Down,MAX,1bqxdqvUtPWZri43cKHac8,0.059,0.709,215614,0.628,0.0,0.348,-5.678,1,0.0431,122.864,4,0.473,https://api.spotify.com/v1/audio-analysis/1icYlJFQbNSRwwyW3MFLkT,"{'viral pop', 'singer-songwriter pop', 'teen pop'}"
101,WA DA DA,Kep1er,5R7AMwDeroq6Ls0COQYpS4,0.00122,0.785,183693,0.907,3.11e-06,0.213,-2.657,1,0.0938,126.004,4,0.685,https://api.spotify.com/v1/audio-analysis/4gdiCHNbwugojBqr5Jt3pq,{'k-pop'}
102,Up!,Kep1er,5R7AMwDeroq6Ls0COQYpS4,0.0205,0.753,192027,0.932,4.31e-06,0.0326,-2.706,1,0.119,124.006,4,0.918,https://api.spotify.com/v1/audio-analysis/3XZAvh2NCDQYHgJei35VQ1,{'k-pop'}
103,Giddy,Kep1er,5R7AMwDeroq6Ls0COQYpS4,0.0334,0.705,184240,0.872,3.93e-06,0.367,-2.798,1,0.158,104.9,4,0.74,https://api.spotify.com/v1/audio-analysis/6blIAzkMKENKqAfMwj5cZQ,{'k-pop'}
104,Galileo,Kep1er,5R7AMwDeroq6Ls0COQYpS4,0.0786,0.793,188253,0.943,0.0,0.0656,-2.028,1,0.096,119.012,4,0.846,https://api.spotify.com/v1/audio-analysis/2nehY8ewjt4clnD40SclwM,{'k-pop'}
105,Back to the City,Kep1er,5R7AMwDeroq6Ls0COQYpS4,0.00829,0.527,200000,0.853,0.0,0.493,-1.626,1,0.0609,176.934,4,0.448,https://api.spotify.com/v1/audio-analysis/2Zx7YnpyTsQvjAf9elDsgX,{'k-pop'}
106,We Fresh (Japanese version),Kep1er,5R7AMwDeroq6Ls0COQYpS4,0.00359,0.772,195893,0.929,0.000287,0.36,-2.037,1,0.0914,126.98,4,0.586,https://api.spotify.com/v1/audio-analysis/6yNiRX1IennJtjglN10qpK,{'k-pop'}
107,Wing Wing,Kep1er,5R7AMwDeroq6Ls0COQYpS4,0.0202,0.734,195227,0.904,0.00135,0.0388,-2.819,0,0.105,128.064,4,0.631,https://api.spotify.com/v1/audio-analysis/1uKI4JKUIUJC0aXJqKCl6y,{'k-pop'}
108,Grand Prix,Kep1er,5R7AMwDeroq6Ls0COQYpS4,0.0345,0.723,187787,0.914,0.0,0.329,-2.236,1,0.0385,127.019,4,0.406,https://api.spotify.com/v1/audio-analysis/5btc1Il6aABmVNUOjooNK8,{'k-pop'}
109,MVSK,Kep1er,5R7AMwDeroq6Ls0COQYpS4,0.0189,0.798,190707,0.945,0.0,0.127,-3.02,1,0.176,129.95,4,0.658,https://api.spotify.com/v1/audio-analysis/0dTEMO9G2uu9Vbu3f8Swto,{'k-pop'}
110,THE GIRLS (Can’t turn me down) (Remastered),Kep1er,5R7AMwDeroq6Ls0COQYpS4,0.0269,0.631,237960,0.866,0.0,0.279,-2.749,1,0.053,171.92,4,0.233,https://api.spotify.com/v1/audio-analysis/4J4OBQ69Fx4ST0doz48FE4,{'k-pop'}
111,晴る,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,0.032,0.695,270705,0.571,3.58e-06,0.118,-6.249,0,0.111,101.955,4,0.726,https://api.spotify.com/v1/audio-analysis/5eY7692tmgHB9dbmq6wa2M,{'j-pop'}
112,ただ君に晴れ,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,0.343,0.679,198971,0.834,5.74e-06,0.119,-3.223,1,0.032,139.996,4,0.962,https://api.spotify.com/v1/audio-analysis/3wJHCry960drNlAUGrJLmz,{'j-pop'}
113,だから僕は音楽を辞めた,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,0.36,0.65,242913,0.88,0.00369,0.23,-5.326,1,0.0283,124.985,4,0.921,https://api.spotify.com/v1/audio-analysis/5j7ixaLeGTGSv4DzKs0pCM,{'j-pop'}
114,言って。,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,0.00745,0.608,242182,0.749,0.000297,0.0366,-4.605,1,0.0536,180.014,4,0.821,https://api.spotify.com/v1/audio-analysis/6z1TvLTR0oOsWSJfDrERmj,{'j-pop'}
115,斜陽,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,0.0325,0.786,200187,0.45,0.0,0.226,-6.182,1,0.0453,123.995,4,0.88,https://api.spotify.com/v1/audio-analysis/2U6mFmBDjaAu6oCCDRpRet,{'j-pop'}
116,ヒッチコック,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,0.285,0.547,222814,0.796,1.05e-06,0.0487,-3.785,1,0.0368,169.901,4,0.797,https://api.spotify.com/v1/audio-analysis/153lRbNmhQZVi69kbhmjY8,{'j-pop'}
117,春泥棒,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,0.103,0.762,290289,0.595,4.71e-05,0.115,-6.777,1,0.0445,125.047,4,0.858,https://api.spotify.com/v1/audio-analysis/1rr2DJOxV0sHXeUXCAz1yf,{'j-pop'}
118,花に亡霊,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,0.573,0.646,241227,0.45,0.0,0.0768,-6.628,1,0.0482,90.01,4,0.413,https://api.spotify.com/v1/audio-analysis/3FUqp10RhCmMjyyB9extmo,{'j-pop'}
119,藍二乗,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,0.0946,0.589,245904,0.89,7.56e-05,0.199,-4.328,1,0.0644,105.066,4,0.488,https://api.spotify.com/v1/audio-analysis/6BV77pE4JyUQUtaqnXeKa5,{'j-pop'}
120,アルジャーノン,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,0.844,0.663,252787,0.467,3.72e-06,0.102,-8.549,1,0.0317,143.974,4,0.449,https://api.spotify.com/v1/audio-analysis/0DygiZzrBa3T4DaOEQSMrf,{'j-pop'}
121,残機,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,0.418,0.667,230373,0.899,0.0,0.0967,-2.988,1,0.0671,140.954,4,0.826,https://api.spotify.com/v1/audio-analysis/2fJbss5uUmmBqn7qFkmyWj,{'j-pop'}
122,あいつら全員同窓会,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,0.441,0.724,254533,0.925,0.0,0.0527,-2.092,1,0.12,130.977,4,0.91,https://api.spotify.com/v1/audio-analysis/7rzoBRR4LbJZH5t7Q6qeTn,{'j-pop'}
123,秒針を噛む,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,0.0197,0.655,260800,0.962,5.56e-06,0.253,-3.055,0,0.0443,129.902,4,0.775,https://api.spotify.com/v1/audio-analysis/4HgsPAX3MmMgIT60hJ4W4U,{'j-pop'}
124,綺羅キラー,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,0.363,0.634,253133,0.979,1.57e-06,0.354,-2.061,0,0.121,142.043,4,0.651,https://api.spotify.com/v1/audio-analysis/5nnIVX0gjyABWN0JYlNOUE,{'j-pop'}
125,お勉強しといてよ,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,0.0841,0.698,279200,0.875,2.5e-05,0.177,-3.318,1,0.0592,132.031,4,0.868,https://api.spotify.com/v1/audio-analysis/3sgJTMHqDwxfsBIMqvkXKE,{'j-pop'}
126,正しくなれない,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,0.036,0.648,240067,0.679,5.46e-06,0.127,-3.959,1,0.0361,118.67,4,0.484,https://api.spotify.com/v1/audio-analysis/2FHexlZenTsS3lsjUYHiDx,{'j-pop'}
127,勘冴えて悔しいわ,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,0.212,0.632,236960,0.924,3.04e-06,0.0901,-1.829,1,0.129,149.84,4,0.762,https://api.spotify.com/v1/audio-analysis/7zbfS30vKiHU8oBs6Wi1Qp,{'j-pop'}
128,花一匁,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,0.194,0.657,250613,0.977,2.26e-06,0.216,-2.212,0,0.0803,127.036,4,0.893,https://api.spotify.com/v1/audio-analysis/7xwmx6snj1GphKH9ihzo8e,{'j-pop'}
129,ミラーチューン,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,0.364,0.702,249800,0.927,1.32e-06,0.337,-2.59,0,0.0831,127.965,4,0.917,https://api.spotify.com/v1/audio-analysis/6KB2OPefadupVDnVNYq23A,{'j-pop'}
130,ばかじゃないのに,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,0.165,0.68,254827,0.947,3.12e-06,0.316,-2.808,0,0.0833,150.999,4,0.761,https://api.spotify.com/v1/audio-analysis/1fMqXaqP3EhRWQdzxAaZqi,{'j-pop'}
131,POP!,NAYEON,1VwDG9aBflQupaFNjUru9A,0.0361,0.795,168107,0.859,0.0,0.0321,-2.994,1,0.0542,96.986,4,0.356,https://api.spotify.com/v1/audio-analysis/3lOMJTQTd6J34faYwASc33,{'k-pop'}
132,LOVE COUNTDOWN (Feat. Wonstein),NAYEON,1VwDG9aBflQupaFNjUru9A,0.242,0.693,197613,0.844,0.0,0.0618,-2.481,0,0.192,159.937,4,0.862,https://api.spotify.com/v1/audio-analysis/0GnydTKmczMoKOEl1D4URI,{'k-pop'}
133,NO PROBLEM (Feat. Felix of Stray Kids),NAYEON,1VwDG9aBflQupaFNjUru9A,0.0503,0.599,196160,0.752,0.0,0.149,-3.165,1,0.13,115.356,4,0.899,https://api.spotify.com/v1/audio-analysis/4zHvWi4iFAG45lgiN7smLC,{'k-pop'}
134,SUNSET,NAYEON,1VwDG9aBflQupaFNjUru9A,0.724,0.521,193147,0.545,0.0,0.13,-5.309,1,0.0487,84.84,4,0.39,https://api.spotify.com/v1/audio-analysis/6jSauW5Y6KqoQqhE75SWKY,{'k-pop'}
135,ALL OR NOTHING,NAYEON,1VwDG9aBflQupaFNjUru9A,0.144,0.566,184800,0.599,0.0,0.0853,-4.134,1,0.296,180.106,3,0.923,https://api.spotify.com/v1/audio-analysis/6QLs06H0H54PPV90ZUVWRE,{'k-pop'}
136,HAPPY BIRTHDAY TO YOU,NAYEON,1VwDG9aBflQupaFNjUru9A,0.157,0.632,185533,0.768,0.0,0.374,-3.065,0,0.212,173.879,4,0.591,https://api.spotify.com/v1/audio-analysis/4hD3GY02X1jqSeku2G9FxS,{'k-pop'}
137,CANDYFLOSS,NAYEON,1VwDG9aBflQupaFNjUru9A,0.0831,0.832,181413,0.745,0.0,0.177,-3.546,1,0.123,107.995,4,0.711,https://api.spotify.com/v1/audio-analysis/3r6v6awkmqrHLj9yKaYZmZ,{'k-pop'}
138,色彩,yama,7kOrrFIBIBc8uCu2zbxbLv,0.153,0.581,192920,0.921,0.0,0.254,-3.373,0,0.0736,117.045,4,0.856,https://api.spotify.com/v1/audio-analysis/5H37zP5tQCneoCRJEMRcnV,"{'japanese teen pop', 'j-pop'}"
139,Haru wo Tsugeru,yama,7kOrrFIBIBc8uCu2zbxbLv,0.0397,0.548,196497,0.871,0.0,0.357,-5.377,1,0.123,120.009,4,0.487,https://api.spotify.com/v1/audio-analysis/5QseXDzPvtjdeaWNhYbm0m,"{'japanese teen pop', 'j-pop'}"
140,偽顔,yama,7kOrrFIBIBc8uCu2zbxbLv,0.194,0.775,150507,0.719,0.000427,0.104,-7.716,0,0.0436,133.006,4,0.849,https://api.spotify.com/v1/audio-analysis/1CuCtAmIi4Gjk3q9wkWOKw,"{'japanese teen pop', 'j-pop'}"
141,麻痺,yama,7kOrrFIBIBc8uCu2zbxbLv,0.0587,0.309,198040,0.941,0.0,0.435,-3.558,0,0.0763,100.02,4,0.704,https://api.spotify.com/v1/audio-analysis/5v1dhqe9vgvp87eyd27hkb,"{'japanese teen pop', 'j-pop'}"
142,憧れのままに,yama,7kOrrFIBIBc8uCu2zbxbLv,0.088,0.684,205973,0.942,0.0,0.241,-4.14,0,0.0523,143.967,4,0.752,https://api.spotify.com/v1/audio-analysis/6cRZpoOfi9kBOTFxeN8X3t,"{'japanese teen pop', 'j-pop'}"
143,Oz.,yama,7kOrrFIBIBc8uCu2zbxbLv,0.0519,0.355,195867,0.718,3.59e-06,0.382,-4.625,1,0.0353,75.742,4,0.44,https://api.spotify.com/v1/audio-analysis/1Aq9S5teUzfZucr7rVRpSj,"{'japanese teen pop', 'j-pop'}"
